id,price
0,4268.04898227814
1,2568.040699743954
2,736.8519514592706
3,1131.4674345565581
4,877.0658614700108
5,2116.8206106394796
6,7494.1437791881535
7,12263.687449670846
8,8634.64884226774
9,8123.095850344116
10,13849.800742322634
11,3977.459824413658
12,690.739433037106
13,5459.977793844366
14,741.9148803948113
15,1814.0599397527903
16,4290.381306049543
17,6388.721701700281
18,938.5233316422726
19,7408.344967777789
20,4255.134947042028
21,1902.7166143893546
22,10365.722237148173
23,5564.306151110498
24,560.7471006100825
25,2843.9078207137104
26,2859.928465399265
27,485.6370850920125
28,1181.094820511154
29,1049.3707743686068
30,4209.601868785328
31,4082.4943469198915
32,1074.5512303276887
33,7911.940650098696
34,2554.921345941579
35,2621.3665822495022
36,1026.4115586846774
37,7931.512353085057
38,818.0187086036715
39,7758.422001828663
40,10066.85175867243
41,11061.007450620604
42,508.9115938923278
43,5788.93096228952
44,3815.6218680743473
45,7034.789497800308
46,5514.2547255332665
47,6751.557332544863
48,1343.294604719218
49,6086.803031966291
50,2638.5555822789956
51,5585.237237380241
52,662.9835283239863
53,448.18305570182565
54,10577.536833229962
55,745.4445764786004
56,2281.119895008548
57,880.9422291311129
58,940.3848553690882
59,4508.925963650794
60,658.4778257321469
61,6021.56124774203
62,6748.611467364475
63,2238.3059522209123
64,921.1780811675479
65,818.0306085093006
66,2153.3176345650636
67,857.6909871765861
68,545.4235832455681
69,2017.7150726800587
70,6667.319777958758
71,1384.1875194223726
72,7867.422507717163
73,3285.3704610519535
74,732.4031393987905
75,7937.660937756164
76,3654.626353027491
77,717.1007306389728
78,3050.190551556643
79,871.4814380756791
80,965.8830136479227
81,5930.143832930623
82,12269.484646222149
83,10617.310605481109
84,6431.951777796282
85,579.6503800541657
86,2486.1310523748853
87,3732.8230215296303
88,758.0644241511095
89,687.3401703345246
90,1013.6449300690421
91,13940.952244469554
92,503.80648732386686
93,798.2112049279737
94,3969.3401204011516
95,555.2276797764187
96,14531.61458318771
97,10641.216162792822
98,868.086669817763
99,7273.26153793178
100,3425.9381431791644
101,2153.6139329360867
102,1696.5286898843945
103,8687.3753382898
104,2887.363690904902
105,2334.866157908941
106,844.179247290442
107,4117.737861924968
108,3269.219345302312
109,2991.7510626414455
110,9653.935528007718
111,10360.724087731283
112,623.918711695807
113,2451.052431049872
114,9463.05437502352
115,646.5431862215314
116,1227.4337855885105
117,5216.379996079523
118,659.9287865604657
119,637.1086074520038
120,823.9782064297993
121,870.8079821928959
122,4590.932774078582
123,517.1194110195369
124,9066.42055922096
125,3730.485277753473
126,1808.8354032725729
127,1916.4073767337234
128,855.3978031629027
129,914.5567294219435
130,14129.857290524711
131,1783.0251467814842
132,9262.939806241815
133,3720.079262162518
134,7655.000227605455
135,3876.8463659542126
136,676.6246418034099
137,831.8817457129761
138,602.4630685677305
139,777.5857721716654
140,1177.5632068358298
141,1332.675465717809
142,1815.4171676949263
143,3863.625860095103
144,1687.8794326143354
145,1303.3738763630884
146,499.70008002030113
147,722.1300553008872
148,6508.2016776065875
149,999.6314973053305
150,7191.903644340372
151,4604.882772457193
152,1144.129030759716
153,1202.6406725543188
154,1154.7914450992344
155,3323.356370202275
156,17156.788362391897
157,10346.482167598726
158,14347.448628901251
159,7394.106720026945
160,3263.7929652501193
161,2998.3751357121723
162,552.1532813556232
163,527.9176164508531
164,9532.099087057915
165,1037.3834186561405
166,4888.721525941213
167,2554.998224482112
168,892.1356718788408
169,5296.106971491597
170,7533.59219213661
171,1239.5011746223445
172,1047.0016619293763
173,3318.502001429201
174,2519.6338332629275
175,914.5509880165486
176,854.4680832780679
177,502.96190858270467
178,6787.065670224921
179,1391.723314918975
180,9562.707958975476
181,7260.871959458242
182,881.7710951809858
183,1911.0078062226069
184,7072.782408243266
185,509.1740352724586
186,2075.8295567621253
187,2011.7657469922642
188,1815.2610839785282
189,475.45843192328715
190,1229.2078753498233
191,728.8064599112051
192,1971.9643823858833
193,4878.264896809162
194,8599.903515582242
195,3705.7530477693003
196,11203.239174097269
197,2758.123026680248
198,2445.7353282559966
199,1300.0239794534841
200,5887.197098135266
201,740.1714515907648
202,464.4133920084294
203,1173.5247025925378
204,991.8399101154896
205,652.0582619419492
206,4207.098548082846
207,3348.8287023137764
208,807.6350038659829
209,1816.5086615839114
210,5557.636394363401
211,534.5896896443543
212,8412.725722168303
213,637.7140244473045
214,566.7362893163473
215,2008.7907148677346
216,4306.703898443874
217,592.2606810441404
218,1951.3693647220564
219,2436.8555340310163
220,2850.7224243980518
221,2201.099328547992
222,614.3032133280394
223,2927.5328563025923
224,556.8423043310078
225,520.5497506852611
226,403.27118092907637
227,798.6620559723152
228,902.244867664115
229,15913.901772033418
230,2441.0408334560902
231,9331.246782353639
